题号,题干,A,B,C,D,E,答案,难度,题型,类别,备注
393,“三个代表”重要思想的核心是保持党的先进性。,,,,,,对,无,判断题,政治理论,
394,中国式现代化是人口规模较小的现代化。,,,,,,错,无,判断题,政治理论,正确答案应为: 规模较大
395,全面建设小康社会是实现中华民族伟大复兴中国梦的关键一步，在“四个全面”战略布局中居于引领地位。,,,,,,错,无,判断题,政治理论,正确答案应为: 全面建成小康社会
396,党的第一次全国代表大会通过了党的纲领，正式确立党的名称为“中国共产党”。,,,,,,对,无,判断题,政治理论,
397,工人阶级是中国革命的主要力量。,,,,,,错,无,判断题,政治理论,正确答案应为: 中国民主革命的主要力量，乃工人、农民、城市小资产阶级群众，还有各民主党派及爱国知识分子
398,1949 年 9 月 21 日，中国人民政治协商会议第一届全体会议在北平隆重开幕。,,,,,,对,无,判断题,政治理论,
399,1950 年 5 月 1 日，中共中央发出《关于在全党全军开展整风运动的指示》，要求严格地整顿全党的作风，首先是整顿干部作风。,,,,,,对,无,判断题,政治理论,
400,1978 年 12 月，中国共产党召开十届三中全会，果断结束“以阶级斗争为纲”，实现党和国家工作中心战略转移，开启了改革开放和社会主义现代化建设新时期。,,,,,,错,无,判断题,政治理论,正确答案应为: 十一届三中全会
401,党的十七大报告指出：“全党同志要坚决维护党的集中统一，自觉遵守党的组织纪律，始终同党中央保持一致，坚决维护中央权威，切实保证政令畅通。”,,,,,,错,无,判断题,政治理论,正确答案应为: 自觉遵守党的组织纪律
402,社会主义初级阶段是当代中国的最大国情、最大实际。,,,,,,对,无,判断题,政治理论,
403,脱贫攻坚是全面建成小康社会的底线任务。,,,,,,对,无,判断题,政治理论,
404,党的十九大作出我国社会主要矛盾已经发生转化的重大政治论断。,,,,,,对,无,判断题,政治理论,
405,新中国成立后制定的第一部法律是《中华人民共和国土地改革法》。,,,,,,错,无,判断题,政治理论,正确答案应为: 新中国成立后制定的第一部法律是《中国人民共和国婚姻法》
406,“把马克思主义的普遍真理同我国的具体实际结合起来，走自己的路，建设有中国特色的社会主义”是邓小平在中共十一届三中全会上提出来的。,,,,,,错,无,判断题,政治理论,正确答案应为: 是邓小平在中共十二大开幕词上提出来的
407,1920 年 10 月，李大钊等在北京成立共产党早期组织，当时取名为“共产党小组”。,,,,,,对,无,判断题,政治理论,
408,1935 年1 月召开的遵义会议确立了毛泽东在红军和党中央的领导地位，挽救了党、挽救了红军、挽救了中国革命，成为党的历史上一个生死攸关的转折点。,,,,,,对,无,判断题,政治理论,
409,1949 年 3 月，中共中央在西柏坡召开七届二中全会。毛泽东在会上向全党同志提出了著名的“两个务必”要求。,,,,,,对,无,判断题,政治理论,
410,1978 年 5 月 11 日，《光明日报》发表题为《实践是检验真理的唯一标准》的特约评论员文章，从根本理论上否定了“两个凡是”的错误方针，揭开了真理标准讨论的序幕。,,,,,,对,无,判断题,政治理论,
411,八七会议标志着中国共产党独立领导革命战争、创建人民军队和武装夺取政权的开端，开启了中国革命新纪元。,,,,,,错,无,判断题,政治理论,正确答案应为: 南昌起义
412,标志着我党胜利地完成了指导思想上的拨乱反正是中共十一届六中全会通过的《关于建国以来党的若干历史问题的决议》。,,,,,,对,无,判断题,政治理论,
413,大革命失败后，中国共产党创建的第一个农村革命根据地是鄂豫皖革命根据地。,,,,,,错,无,判断题,政治理论,正确答案应为: 井冈山革命根据地
414,党的十二大将党中央的主席制度改变为总书记制度。,,,,,,对,无,判断题,政治理论,
415,党的十六大以后，以胡锦涛同志为主要代表的中 国共产党人，团结带领全党全国各族人民，在全面建成小康社会进程中推进实践创新、理论创新、制度创新，深刻认识和回答了新形势下实现什么样的发展、怎样发展等重大问题，形成了科学发展观。,,,,,,对,无,判断题,政治理论,
416,党的十三届四中全会以后，以江泽民同志为主要代表的中国共产党人，团结带领全党全国各族人民，坚持党的基本理论、基本路线，加深了对什么是社会主义、怎样建设社会主义和建设什么样的党、怎样建设党的认识，形成了 “三个代表”重要思想。,,,,,,对,无,判断题,政治理论,
417,党的十四大明确提出我国经济体制改革的目标是建立社会主义市场经济体制。,,,,,,对,无,判断题,政治理论,
418,"党的十一届三中全会以后,以邓小平同志为主要代表的中国共产党人,制定了到二十一世纪中叶分三步走、完全实现社会主义现代化的发展战略,成功开创了中国特色社会主义。",,,,,,错,无,判断题,政治理论,正确答案应为: 基本实现社会主义现代化的发展战略
419,古田会议决议是中国共产党和红军建设的纲领性文献，提出了解决把以农民为主要成分的军队建设成为无产阶级性质的新型人民军队这个根本性问题的原则方向。,,,,,,对,无,判断题,政治理论,
420,国民党一大事实上确立了联俄、联共、扶助农工的三大革命政策，标志着第一次国共合作的正式形成。,,,,,,对,无,判断题,政治理论,
421,李大钊是在中国举起十月革命旗帜的第一人，是中国最早的马克思主义传播者。,,,,,,对,无,判断题,政治理论,
422,毛泽东在《反对本本主义》一书中强调马克思主义的“本本”是不需要学习的。,,,,,,错,无,判断题,政治理论,正确答案应为: 马克思主义的“本本”是要学习的，但必须同我国实际情况相结合
423,明确规定以支部作为党的基本组织是党的四大作出的决定。,,,,,,对,无,判断题,政治理论,
424,提出全面建设小康社会的奋斗目标的是党的十六大。,,,,,,对,无,判断题,政治理论,
425,五四运动是中国革命史上具有重大意义的事件，标志着中国新民主主义革命的开端。,,,,,,对,无,判断题,政治理论,
426,中共二大制定了党的最高纲领和最低纲领。,,,,,,对,无,判断题,政治理论,
427,中共一大的中心议题是讨论马克思主义传播。,,,,,,错,无,判断题,政治理论,正确答案应为: 中共一大的中心议题是正式建立中国共产党
428,中国共产党人建立苏维埃政权的首次尝试出现在广州起义。,,,,,,对,无,判断题,政治理论,
429,中国共产党是马克思主义与中国工人运动相结合的产物。,,,,,,对,无,判断题,政治理论,
430,中国人民的抗日战争揭开了世界反法西斯战争的序幕。,,,,,,对,无,判断题,政治理论,
431,自党的十二大起，按照党章规定，党的全国代表大会每五年召开一次，实现了制度化,,,,,,对,无,判断题,政治理论,
432,以《论十大关系》和党的八大为标志，党对中国社会主义建设道路的探索有了良好开端。,,,,,,对,无,判断题,政治理论,
433,鼓足干劲、力争上游、多快好省地建设社会主义”的总路线是中国共产党的八大一次会议正式通过的。,,,,,,错,无,判断题,政治理论,正确答案应为: 中共八大二次会议
434,党的八届九中全会正式通过的对国民经济实行调整的方针是调整、充实、改革、提高。,,,,,,错,无,判断题,政治理论,正确答案应为: 调整、巩固、充实、提高
435,“文化大革命”是一场由领导者错误发动，被反革命集团利用，给党、国家和各族人民带来了严重灾难的内乱。,,,,,,对,无,判断题,政治理论,
436,林彪反革命集团阴谋夺取最高权力事件的发生，客观上宣告了“文革”理论和实践的失败。,,,,,,对,无,判断题,政治理论,
437,华国锋等推行“两个凡是”的错误方针，就是把毛泽东思想教条化。,,,,,,对,无,判断题,政治理论,
438,中国的第一个共产党组织是 1920 年由李大钊在北京组建的。,,,,,,错,无,判断题,政治理论,正确答案应为: 中国的第一个共产党组织是1920年8月由陈独秀在上海组建的
439,1920 年3 月在北京大学成立了马克思学说研究会，这是中国最早的学习和研究马克思主义的团体。,,,,,,对,无,判断题,政治理论,
440,中国共产党的第一个总书记是李大钊。,,,,,,错,无,判断题,政治理论,正确答案应为: 中国共产党的第一个总书记是陈独秀
441,早期工人运动中持续时间最长的一次罢工是香港海员工人大罢工。,,,,,,错,无,判断题,政治理论,正确答案应为: 早期工人运动中持续时间最长的一次罢工是省港大罢工
442,毛泽东在 1957 年 2 月最高国务会议上发表了《关于正确处理人民内部矛盾的问题》的讲话。,,,,,,对,无,判断题,政治理论,
443,“八大”通过的经济建设方针是“既反保守，又反冒进，在综合平衡中稳步前进。”,,,,,,对,无,判断题,政治理论,
444,关于实践是检验真理的唯一标准问题的讨论，是党的历史上自延安整风运动以来又一次马克思主义的教育运动和思想解放运动。,,,,,,对,无,判断题,政治理论,
445,“三反”运动的主要内容是反贪污、反受贿、反官僚主义。,,,,,,错,无,判断题,政治理论,正确答案应为: 反贪污、反浪费、反官僚主义
446,毛泽东在《如何研究中共党史》一文中指出，研究中共党史，应以中国为中心。,,,,,,对,无,判断题,政治理论,
447,国民革命时期北伐战争的主要对象是段祺瑞、吴佩孚、张作霖。,,,,,,错,无,判断题,政治理论,正确答案应为: 国民革命时期北伐战争的主要对象是吴佩孚、张作霖、孙传芳
448,1925 年 1 月，中国共产党第四次全国代表大会第一次提出无产阶级在民主革命中的领导权和工农联盟问题。,,,,,,对,无,判断题,政治理论,
449,秋收起义的主要领导人是：周恩来、贺龙、叶挺、朱德、刘伯承。,,,,,,错,无,判断题,政治理论,正确答案应为: 毛泽东、朱德、贺龙、刘伯承
450,中国共产党历史上曾经有两次工作重心转移，第一次工作重心转移是从城市转移乡村，明确作出这个决定的是八七会议。,,,,,,错,无,判断题,政治理论,正确答案应为: 有三次
451,毛泽东在《反对本本主义》中指出，没有调查，就没有发言权。,,,,,,对,无,判断题,政治理论,
